SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,Displacement_mm,Strain_micro,PorePressure_kPa,SeismicVibration_mm/s,SUBDIVISION_clean,latitude_rain,longitude_rain,latitude,longitude,dem_latitude,dem_longitude,dem_elevation,dem_slope,dem_aspect,crack_density,debris_entropy,debris_contrast,debris_homogeneity,vegetation_green_ratio,rockfall_risk
UTTARAKHAND,1949,7.3,135.5,32.4,29.0,59.7,52.4,450.2,414.5,204.0,22.2,0.2,4.8,1412.1,142.8,121.1,1121.1,27.2,14.89815721,141.3238955,80.14260256,2.838982918,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.039858333,5.994048241,48.59392619,0.283391373,0.676320833,1
UTTARAKHAND,1950,59.5,30.3,55.0,2.7,40.2,240.1,492.8,493.4,160.8,2.7,0.0,6.6,1584.1,89.8,97.8,1387.2,9.3,20.82699903,214.0213273,100.9230267,15.13994921,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.02069375,4.899562849,58.62633028,0.387223647,0.173522917,1
UTTARAKHAND,1951,54.0,41.8,46.8,30.7,61.7,74.0,200.9,403.0,204.2,13.5,43.8,0.1,1174.3,95.7,139.1,882.0,57.4,11.73085818,116.2821617,49.49148671,1.853284299,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.042233333,1.609656859,761.3483403,0.949639437,0.687389583,1
UTTARAKHAND,1952,39.4,61.1,125.5,19.9,34.8,241.0,346.1,506.4,82.4,11.2,3.6,6.4,1477.8,100.5,180.2,1175.9,21.2,16.45498155,170.1425652,65.6961317,1.80028761,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019470833,0.913677271,450.3746122,0.973653694,0.16528125,0
UTTARAKHAND,1953,118.1,14.8,18.3,34.7,71.2,181.8,617.5,338.9,125.8,9.8,0.0,35.0,1565.8,132.9,124.2,1263.9,44.8,15.82165872,155.5839287,66.40058882,1.243360265,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.02085,4.556366446,53.6684633,0.456804384,0.163816667,0
UTTARAKHAND,1954,117.9,155.7,22.3,5.2,27.6,111.6,472.6,567.3,217.2,148.6,3.4,13.4,1862.9,273.6,55.0,1368.7,165.5,18.43122069,181.694327,97.5626065,1.34772555,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.041047917,2.214009522,215.2539178,0.907941366,0.697020833,1
UTTARAKHAND,1955,84.7,14.2,51.9,41.1,19.8,151.4,356.1,429.0,236.3,271.2,0.0,11.3,1666.9,98.9,112.8,1172.8,282.4,18.50715297,181.2505957,85.1010355,2.642458392,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020708333,4.977084539,70.72304003,0.375795326,0.1744,1
UTTARAKHAND,1956,40.5,24.9,105.3,15.1,132.4,213.9,466.4,359.3,182.7,370.4,5.9,26.1,1943.0,65.4,252.8,1222.3,402.4,18.84945091,192.8753788,95.63048877,1.763058565,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0202,5.385038077,686.1029671,0.128686815,0.167283333,1
UTTARAKHAND,1957,166.4,6.6,77.5,73.3,75.9,113.4,532.1,286.5,308.3,57.7,20.1,62.9,1780.7,173.0,226.7,1240.3,140.6,18.34178463,179.8706905,97.12758628,2.01103385,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020872917,1.22411821,140.7094912,0.950464754,0.16974375,1
UTTARAKHAND,1958,59.2,16.5,38.7,23.3,26.3,95.3,436.6,436.2,233.4,78.9,2.5,52.1,1499.0,75.6,88.3,1201.5,133.6,15.63339561,159.5569333,87.27328605,0.977834762,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.04090625,2.222345761,197.0506339,0.907218604,0.69795625,1
UTTARAKHAND,1959,68.0,93.3,58.1,20.3,49.0,118.8,483.5,442.3,294.6,87.9,26.2,0.9,1743.0,161.2,127.4,1339.3,115.0,16.09381909,159.0259289,71.89337591,1.340953982,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.041145833,2.6438478,96.47600292,0.873801472,0.724170833,1
UTTARAKHAND,1960,80.0,1.4,97.1,33.5,24.0,132.4,466.7,420.7,189.2,76.6,2.2,16.3,1540.1,81.5,154.6,1209.0,95.1,17.3850847,163.9710305,71.03527972,2.30490626,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.042702083,5.529757718,146.753553,0.356120247,0.68703125,1
UTTARAKHAND,1961,126.3,133.7,24.1,20.5,41.0,181.2,490.1,511.6,226.4,122.7,13.1,57.5,1948.3,260.0,85.6,1409.4,193.3,19.13308049,188.4792345,105.6164359,2.18885588,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0207125,1.444585952,51.29168474,0.931807625,0.17078125,1
UTTARAKHAND,1962,79.5,86.3,68.7,27.3,21.5,150.9,402.2,398.2,341.5,8.6,29.0,33.9,1647.4,165.8,117.4,1292.8,71.5,14.96250968,143.7295557,77.69261316,2.876687599,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0193875,5.601013311,265.8716827,0.115131044,0.161860417,1
UTTARAKHAND,1963,17.4,35.5,130.9,51.4,49.3,193.1,360.9,523.4,345.1,10.8,43.9,40.2,1802.0,52.8,231.6,1422.5,95.0,19.09301969,191.0997105,82.11793924,2.671478166,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0400875,5.774277106,135.2291284,0.277325877,0.686479167,1
UTTARAKHAND,1964,89.7,72.5,75.0,48.4,95.2,162.7,463.8,402.0,327.6,1.3,0.0,31.3,1769.6,162.2,218.6,1356.2,32.6,15.89906404,153.0386017,98.66537428,1.884644514,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.184166667,7.149195756,825.8661051,0.049170883,0.657775,2
UTTARAKHAND,1965,44.4,159.5,119.3,62.1,44.1,50.3,388.0,302.8,87.5,33.0,11.8,2.9,1305.7,204.0,225.4,828.6,47.7,13.11336231,135.7634987,52.3899993,2.236476782,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.03913125,2.239698515,879.3020225,0.924973617,0.685010417,1
UTTARAKHAND,1966,3.2,86.6,48.9,17.8,76.7,270.0,363.0,410.3,125.7,35.1,15.3,13.3,1465.8,89.8,143.5,1168.9,63.6,14.63976201,145.9422408,70.27420192,1.841698279,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.051508333,6.24875384,994.3710217,0.106088328,0.70326875,1
UTTARAKHAND,1967,11.0,35.0,112.5,26.0,23.2,122.6,436.3,518.7,146.5,22.0,22.4,79.9,1556.2,46.1,161.7,1224.0,124.3,17.73379113,176.4499313,81.09644026,3.027404909,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020708333,1.451834144,54.41560884,0.931619176,0.167160417,0
UTTARAKHAND,1968,173.1,122.8,62.9,49.0,15.0,218.6,393.6,280.6,109.6,13.0,1.4,38.9,1478.6,296.0,126.9,1002.4,53.3,15.73539647,160.6334253,68.19180086,2.574507348,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.01988125,4.490325927,358.8758778,0.229852204,0.165675,1
UTTARAKHAND,1969,79.8,43.1,49.0,60.7,77.0,89.6,381.0,483.5,345.6,25.3,0.2,1.0,1635.7,122.9,186.7,1299.6,26.5,16.30694608,167.8889955,89.61655656,2.084842545,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.037710417,4.960973207,103.3782798,0.537490227,0.6955625,1
UTTARAKHAND,1970,85.9,44.0,32.7,5.7,68.9,192.9,319.2,355.3,157.8,30.0,0.8,0.2,1293.5,129.9,107.3,1025.3,31.1,14.5705326,145.6048322,58.98623025,2.100197392,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019410417,0.892484714,488.5323895,0.974320449,0.166166667,0
UTTARAKHAND,1971,52.4,101.4,45.3,69.0,270.2,297.8,332.8,377.0,155.9,79.5,22.0,0.3,1803.8,153.9,384.5,1163.6,101.9,20.8184151,204.3281495,104.2761949,2.722425144,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020854167,1.191290837,52.11080901,0.951733728,0.158375,1
UTTARAKHAND,1972,30.3,91.7,44.7,50.5,7.4,62.8,315.4,218.8,212.6,18.8,7.9,17.0,1077.8,122.0,102.6,809.6,43.6,11.89362061,110.066358,52.63253703,2.289788924,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020089583,4.316832044,439.6421872,0.264851819,0.167272917,1
UTTARAKHAND,1973,73.0,65.7,47.8,1.8,44.8,254.3,265.9,297.9,130.8,46.8,1.6,9.2,1239.7,138.7,94.5,948.9,57.6,12.41770524,120.7468036,68.69770137,2.779314009,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.13921875,6.56896633,973.9033924,0.059824154,0.174679167,1
UTTARAKHAND,1974,56.8,28.0,18.2,12.2,22.1,86.5,392.9,347.3,102.6,46.9,4.5,43.6,1161.8,84.8,52.5,929.4,95.1,8.994327535,86.85721412,65.55023953,0.903176037,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.02068125,4.984791217,63.01327148,0.370635812,0.16729375,0
UTTARAKHAND,1975,75.4,70.5,69.6,1.1,36.4,219.9,403.1,359.6,322.8,21.8,0.0,0.0,1580.3,145.8,107.1,1305.5,21.9,13.67277267,137.263014,72.73959997,2.230614131,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0408875,5.293995599,97.25629066,0.529719099,0.69369375,1
UTTARAKHAND,1976,12.7,58.4,31.2,22.1,40.5,87.6,269.2,328.5,129.3,5.6,0.1,1.1,986.3,71.1,93.8,814.6,6.8,9.252550591,90.79977151,28.78013451,1.742282568,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019970833,0.837798302,569.1747456,0.977099346,0.167335417,0
UTTARAKHAND,1977,47.0,7.8,4.5,65.2,101.1,122.0,487.0,292.3,208.3,30.1,2.9,48.1,1416.3,54.7,170.8,1109.6,81.1,12.9439756,132.8794208,74.42255755,2.878188994,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019858333,0.912936083,373.0734821,0.973700692,0.166139583,0
UTTARAKHAND,1978,34.6,83.1,187.3,51.2,51.8,291.0,414.3,528.4,324.8,16.9,43.7,4.3,2031.4,117.7,290.2,1558.5,65.0,19.94005739,196.3356576,102.2928835,2.773199344,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019939583,0.83621809,625.8495496,0.977244448,0.167708333,1
UTTARAKHAND,1979,50.6,68.4,65.9,23.6,64.0,110.2,323.5,276.1,37.7,11.7,8.2,32.4,1072.3,119.0,153.5,747.5,52.3,10.83629985,108.0777927,59.17326028,2.016417905,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.039047917,2.133614717,443.2335405,0.947242621,0.680066667,1
UTTARAKHAND,1980,21.7,55.7,60.3,15.6,21.3,175.0,466.0,322.7,133.5,37.3,2.4,21.9,1333.5,77.4,97.3,1097.2,61.6,14.39438551,149.8637923,64.40972528,2.767815489,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.042595833,2.152718172,637.1432027,0.945795413,0.678483333,1
UTTARAKHAND,1981,67.6,27.8,81.3,23.7,77.4,162.1,488.1,263.5,103.1,4.6,42.1,15.0,1356.1,95.4,182.3,1016.7,61.7,13.42000244,135.9091505,63.50072301,2.89155726,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0409625,2.256359911,758.2729691,0.923085904,0.684920833,1
UTTARAKHAND,1982,61.9,58.6,143.2,78.2,77.1,90.6,264.0,435.1,110.7,17.8,1.4,33.5,1372.1,120.5,298.5,900.4,52.7,14.69400329,146.6398452,88.68973011,2.037203336,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.040954167,5.664864859,103.3064074,0.396055313,0.69488125,1
UTTARAKHAND,1983,80.9,45.5,92.1,132.9,101.0,114.1,261.3,312.9,320.0,53.8,1.6,9.1,1525.3,126.4,326.1,1008.3,64.5,15.38194883,150.8097661,61.54145938,3.235966886,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0208375,4.387026463,75.3879191,0.496947448,0.167220833,0
UTTARAKHAND,1984,19.6,128.9,14.6,42.0,27.5,300.1,359.3,237.7,173.5,3.2,2.6,30.1,1339.1,148.5,84.0,1070.6,35.9,9.440066867,91.23451169,74.29450478,1.984329424,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.04135625,3.139435968,80.97963303,0.872870417,0.693010417,0
UTTARAKHAND,1985,54.3,9.6,14.0,40.9,63.5,104.4,451.7,389.4,228.2,220.5,3.0,74.1,1653.7,63.9,118.4,1173.8,297.6,14.65832921,142.3302259,76.93898142,1.892739525,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0209,1.2114518,88.53062969,0.95076092,0.164016667,0
UTTARAKHAND,1986,3.8,68.4,85.4,70.7,149.7,141.6,418.3,281.7,155.5,61.6,13.8,63.9,1514.5,72.2,305.9,997.1,139.3,14.85682489,145.8632146,72.36721382,2.432936294,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020939583,4.608173142,81.20252711,0.450081619,0.169989583,0
UTTARAKHAND,1987,29.8,61.7,30.3,48.8,148.0,55.9,190.3,261.0,123.9,20.2,0.2,17.1,987.3,91.5,227.1,631.1,37.5,7.453610514,78.31443434,46.19397167,1.823104634,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.039225,5.521363829,743.9969141,0.19755283,0.683833333,0
UTTARAKHAND,1988,18.1,81.6,136.5,26.3,45.3,129.7,490.9,390.8,202.0,16.6,0.9,63.7,1602.4,99.7,208.1,1213.4,81.2,17.22385746,171.1291332,72.08565726,2.042669888,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.04613125,1.54187978,931.0691764,0.955628778,0.68360625,1
UTTARAKHAND,1989,91.0,14.7,30.3,9.9,28.5,117.9,333.4,386.6,183.5,12.3,17.3,38.2,1263.8,105.7,68.7,1021.4,67.9,15.69950166,150.2461513,68.9022421,2.704717212,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020895833,1.461466776,72.69356547,0.931142727,0.165722917,0
UTTARAKHAND,1990,0.8,97.1,91.3,20.4,81.6,120.3,473.0,413.6,179.1,14.6,6.1,67.1,1564.9,97.9,193.3,1185.8,87.8,18.0865237,189.7060835,92.15143596,13.71672449,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.03905,2.257545474,736.4023311,0.923343665,0.684214583,1
UTTARAKHAND,1991,13.2,58.0,52.0,51.6,21.2,81.8,219.8,346.7,126.4,0.5,10.1,39.4,1020.7,71.2,124.8,774.6,50.1,9.780114258,99.40096854,55.73513661,1.152491104,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020910417,1.190794926,142.2919266,0.951418009,0.169647917,0
UTTARAKHAND,1992,71.3,32.5,46.1,2.9,31.5,117.5,254.4,385.1,152.4,9.0,5.4,0.0,1108.1,103.8,80.5,909.4,14.5,14.06245227,133.5898057,56.43881996,2.183659694,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.037479167,5.80356232,86.57957882,0.353675836,0.696554167,1
UTTARAKHAND,1993,77.1,70.3,162.8,19.8,71.7,144.7,309.4,282.3,447.0,1.5,7.4,0.0,1594.1,147.3,254.4,1183.5,8.8,16.23833491,160.1741045,69.84059501,1.65185321,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019289583,0.902647504,142.8683736,0.973865425,0.1609375,0
UTTARAKHAND,1994,56.7,84.2,11.0,69.8,75.6,112.1,476.9,428.2,98.0,5.3,1.7,22.3,1441.7,140.9,156.4,1115.1,29.3,13.74282806,137.9827125,77.25325266,2.432635579,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020985417,1.222550196,127.1948874,0.950348013,0.168852083,0
UTTARAKHAND,1995,98.9,123.6,79.9,41.4,34.6,138.5,358.3,430.7,282.8,5.1,2.1,20.2,1616.1,222.6,155.8,1210.2,27.5,14.93419467,157.8649072,102.3684963,2.348094858,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019866667,0.912175893,359.4215179,0.973712547,0.1666125,1
UTTARAKHAND,1996,49.7,89.6,67.1,28.4,18.3,181.6,308.1,441.1,185.6,31.4,0.5,0.0,1401.4,139.4,113.8,1116.4,31.9,13.40906063,128.550044,66.26305376,2.735700174,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019445833,0.840451749,583.2974103,0.97690131,0.1671875,0
UTTARAKHAND,1997,42.1,14.9,31.2,90.5,56.1,129.8,290.0,73.3,36.4,9.9,10.8,18.5,803.4,57.0,177.9,529.5,39.1,7.257646363,77.45666723,36.41016421,2.45376615,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.05039375,6.76832488,938.5209299,0.071221431,0.6847125,1
UTTARAKHAND,1998,9.6,68.4,106.2,73.0,78.5,163.3,242.9,260.0,120.0,75.5,1.2,0.0,1198.6,78.0,257.7,786.2,76.7,12.32683244,130.2657566,54.31910869,2.545122142,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.040947917,2.672428061,100.5262698,0.872258384,0.699439583,1
UTTARAKHAND,1999,33.0,11.4,1.4,1.2,50.5,158.9,389.0,285.5,217.9,32.0,0.1,4.7,1185.5,44.4,53.1,1051.2,36.8,12.17614796,118.6182081,54.38085766,16.04744077,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.041491667,5.589932877,197.2487052,0.312838024,0.696285417,1
UTTARAKHAND,2000,29.9,69.4,37.9,18.1,83.3,313.9,420.1,536.1,195.3,1.1,7.0,0.7,1712.9,99.3,139.4,1465.4,8.8,17.13509204,169.9633523,58.19200446,2.401993248,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.019585417,4.483743568,404.0939595,0.238658413,0.165489583,1
UTTARAKHAND,2001,22.7,27.9,83.4,48.2,109.1,297.3,493.0,371.7,68.3,6.3,1.4,15.1,1544.4,50.6,240.7,1230.3,22.9,16.31787634,157.9972172,81.27035386,2.984225645,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.04650625,6.554094251,845.1391576,0.084150511,0.687891667,1
UTTARAKHAND,2002,53.8,123.2,100.0,76.3,82.3,139.6,205.7,465.4,301.3,19.9,3.0,4.2,1574.7,177.0,258.5,1112.1,27.1,18.12829255,180.2656198,70.27947824,1.655675046,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.01980625,0.909701356,328.3941493,0.974000561,0.165052083,1
UTTARAKHAND,2003,40.7,126.0,99.7,54.1,67.1,145.2,515.3,416.2,239.9,1.8,4.8,23.6,1734.3,166.7,220.9,1316.6,30.2,19.24210827,192.2381328,70.61236881,2.899869146,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.038977083,1.541869996,915.2830817,0.95563249,0.68545,1
UTTARAKHAND,2004,58.5,11.7,0.0,51.5,66.0,130.7,400.9,326.3,96.8,70.7,0.8,5.7,1219.6,70.2,117.6,954.7,77.1,9.226204063,95.56029062,68.5118995,1.725324954,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.040125,5.837620735,962.3666222,0.13465984,0.685122917,1
UTTARAKHAND,2005,64.1,83.2,54.2,12.8,52.1,74.0,400.1,249.2,337.9,14.1,2.2,4.3,1348.2,147.3,119.1,1061.3,20.5,8.37415773,89.19249466,56.58982215,1.574014377,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.01950625,0.859817433,541.0511718,0.975920769,0.1666375,0
UTTARAKHAND,2006,48.7,9.6,71.7,52.2,120.5,104.2,345.6,294.7,79.1,18.8,6.8,27.0,1178.9,58.3,244.4,823.7,52.6,13.65763982,132.8359179,55.55830946,2.148100222,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.037733333,2.592228367,96.52175146,0.875833714,0.723425,1
UTTARAKHAND,2007,1.7,138.9,123.1,41.1,78.8,139.9,522.9,502.8,325.6,25.1,7.8,16.7,1924.3,140.6,243.0,1491.2,49.6,16.5092426,155.2558007,110.8794239,2.357955208,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.02024375,1.190083524,38.76708507,0.951553751,0.15871875,1
UTTARAKHAND,2008,55.6,11.7,18.1,93.0,67.3,332.4,313.3,245.8,190.8,23.1,11.9,0.6,1363.7,67.3,178.4,1082.3,35.7,13.1874692,131.7684681,54.09284202,2.455875062,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.078591667,6.955640326,1039.773224,0.058479971,0.683379167,1
UTTARAKHAND,2009,1.8,27.6,18.8,18.4,77.6,41.9,157.5,202.6,206.6,81.3,12.6,0.9,847.8,29.4,114.8,608.7,94.9,6.137773948,62.84542713,27.06401765,1.51911879,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020783333,1.217014336,80.20950375,0.950083147,0.1654875,0
UTTARAKHAND,2010,11.4,62.1,3.8,13.8,47.0,72.7,455.8,335.7,389.7,8.0,4.5,19.5,1424.0,73.6,64.5,1253.9,32.0,10.63603912,107.6074797,73.8930619,2.217270049,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.0203625,5.312505962,63.95915972,0.23923572,0.15963125,0
UTTARAKHAND,2011,30.9,65.2,18.0,30.9,84.2,223.1,433.3,523.7,148.4,3.4,1.2,2.3,1564.7,96.1,133.1,1328.5,6.9,16.72992546,165.6658883,89.72987364,1.657222714,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.041783333,6.122236957,105.6391076,0.213118909,0.673804167,1
UTTARAKHAND,2012,38.8,11.9,28.1,39.2,9.1,46.0,387.1,419.5,220.6,4.7,3.4,15.5,1223.9,50.8,76.4,1073.1,23.6,13.75731032,138.1968637,45.45158282,15.18492305,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.022764583,5.52219039,572.036495,0.12097681,0.165333333,1
UTTARAKHAND,2013,73.0,188.3,22.0,24.7,18.2,488.9,413.4,359.4,111.3,29.1,3.2,3.8,1735.4,261.3,65.0,1373.0,36.2,16.2009792,169.587016,90.84689737,1.535631842,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.020883333,1.430479765,49.12208507,0.933098809,0.163158333,1
UTTARAKHAND,2014,45.9,99.9,68.4,37.6,52.9,62.9,462.7,264.2,107.9,40.8,0.0,44.3,1287.4,145.8,158.8,897.7,85.1,7.691915416,78.827825,70.1799954,1.624549817,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.039370833,2.24234685,500.6009425,0.923949696,0.686135417,0
UTTARAKHAND,2015,54.5,62.6,127.3,57.3,38.0,186.6,337.0,305.3,52.6,16.8,2.4,7.2,1247.6,117.0,222.6,881.5,26.4,11.3835111,111.9682689,41.78839516,2.26079758,UTTARAKHAND,30.07,79.66,30.07,79.66,8,80.0,58,83.92378853,64.79887635,0.01955625,0.831111523,603.3074145,0.977340977,0.166933333,0
HARYANA DELHI & CHANDIGARH,1901,35.4,28.9,11.1,0.0,5.1,13.2,126.4,151.5,10.5,2.0,0.0,6.1,390.1,64.3,16.2,301.6,8.1,4.684608011,44.34509102,27.49001338,2.576106832,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.0209125,1.220048993,134.2771226,0.950908488,0.169702083,0
HARYANA DELHI & CHANDIGARH,1902,0.0,0.7,2.9,10.2,15.8,74.6,149.3,97.1,59.8,9.3,0.0,0.0,419.8,0.7,28.9,380.9,9.3,1.240176862,11.55250684,29.7560588,1.263396685,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.039452083,5.872477172,48.90463928,0.322755938,0.680895833,0
HARYANA DELHI & CHANDIGARH,1903,14.7,0.5,2.3,0.5,8.5,8.6,151.6,138.2,97.7,4.0,0.0,2.3,428.9,15.2,11.3,396.1,6.2,4.65571984,54.7408982,18.32714427,7.249993932,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.12961875,6.633840767,880.5545913,0.056449313,0.173610417,1
HARYANA DELHI & CHANDIGARH,1904,7.6,0.7,48.0,0.5,29.3,34.3,109.7,162.9,102.3,1.5,10.4,20.3,527.8,8.3,77.8,409.3,32.3,5.247380302,51.55729947,38.91346362,1.411650907,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.041197917,5.696644503,96.64732694,0.372816541,0.697072917,0
HARYANA DELHI & CHANDIGARH,1905,44.8,20.8,14.0,1.3,7.4,20.1,93.6,23.1,92.6,0.0,0.0,5.1,322.9,65.7,22.7,229.4,5.1,4.387582999,43.77685827,27.50955574,2.314542705,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.040841667,3.144380579,80.08631776,0.870154203,0.699491667,0
HARYANA DELHI & CHANDIGARH,1906,3.6,64.1,31.4,0.1,1.4,70.2,128.9,103.8,185.2,0.0,0.0,5.0,593.6,67.7,32.9,488.0,5.0,6.175160737,59.34003951,30.71117926,1.688634709,HARYANA DELHI & CHANDIGARH,28.7,77.1,28.7,77.1,8,80.0,58,83.92378853,64.79887635,0.021166667,1.43432466,60.12258966,0.933572012,0.1719625,0
